近世経済データベース（2018年3月1日）,,,,,,,,,,,,,,,
和暦,西暦,月日,天気,経済的事象,自然災害・災害など,騒動,金相場最小値,金相場最高値,金相場メモ,銭相場最小値,銭相場最高値,銭相場メモ,米相場,米相場メモ,備考
文化11年,1814年,11月11日,天気,,,,64.9,64.95,,9.03,9.05,,64,肥後米,
文化11年,1814年,11月12日,天気,,,,64.9,65,,9,9.05,,65,肥後米,
文化11年,1814年,11月13日,天気,,,,64.9,64.95,,9.02,9.03,,65,肥後米,
文化11年,1814年,11月14日,天気,,,,64.9,64.95,,9.02,9.04,,65.5,肥後米,
文化11年,1814年,11月15日,曇天、今暁雪壱寸計積る,,,,64.85,64.9,,9.02,9.04,,66.2,肥後米,
文化11年,1814年,11月16日,天気,,,,64.85,64.9,,9.02,9.04,,,「休日」,
文化11年,1814年,11月17日,天気,,,,64.85,64.9,,9.02,9.04,,66.7,肥後米,
文化11年,1814年,11月18日,曇、八時より小雨,,,,64.87,64.9,,9.02,9.04,,66,肥後米,
文化11年,1814年,11月19日,天気,,,,64.88,64.9,,9.02,9.04,,66.7,肥後米,
文化11年,1814年,11月20日,天気,,,,64.88,64.9,,9.02,9.04,,66.7,肥後米,
文化11年,1814年,11月21日,曇天,,,,64.89,64.9,,9,9.05,,66.2,肥後米,
文化11年,1814年,11月22日,天気、昼後曇,,,,64.9,64.93,,9,9.02,,66,肥後米,
文化11年,1814年,11月23日,天気,,,,64.9,64.93,,9,9.02,,66.2,肥後米,
文化11年,1814年,11月24日,天気,,,,64.95,,,9.02,9.03,,,「休日」,
文化11年,1814年,11月25日,天気,,,,64.95,65,,9,9.02,,66.5,肥後米,
文化11年,1814年,11月26日,天気,,,,64.9,65,,9,9.02,,67.2,肥後米,
文化11年,1814年,11月27日,天気,,,,64.9,65,,9,9.02,,,「休日」,
文化11年,1814年,11月28日,天気,,,,65.03,,,9,9.02,,66.7,肥後米,
文化11年,1814年,11月29日,早朝雪、無程快晴、風立,,,,65,65.05,,9,9.02,,67,肥後米,
文化11年,1814年,12月1日,天気,,,,65,65.05,,9,9.02,,,「休日」,
文化11年,1814年,12月2日,天気,,,,65,65.05,,9,9.01,,67.3,肥後米,
文化11年,1814年,12月3日,雨天,,,,65.03,65.05,,9,9.03～9.05,,68,肥後米,
文化11年,1814年,12月4日,曇天、七つ時雨,,,,65.02,65.03,,9.05,9.07,,,「休日」,
文化11年,1814年,12月5日,曇天,,,,65,65.03,,9.06,9.07,,68,肥後米,
文化11年,1814年,12月6日,曇天、四時頃霰,,,,65,,,9.07,9.08,,69.5,肥後米,
文化11年,1814年,12月7日,天気,,,,65,,,9.07,9.08,,69,肥後米,
文化11年,1814年,12月8日,,,阿波座讃岐屋町北側西手より出火、東側１町あまり焼失,,64.93,64.95,,9.07,9.09,,69.2,肥後米,
文化11年,1814年,12月9日,天気,,昨夜中橋筋北久太郎町北へ入中程西側より出火、東側裏家などことごとく焼失など,,64.89,64.9,,9.09,9.1,,69.8,肥後米,
文化11年,1814年,12月10日,天気,,,,64.9,65,,9.07,9.09,,69.8,肥後米,
文化11年,1814年,12月11日,天気,,,,64.9,64.95,,9.08,9.1,,70.1,肥後米,
文化11年,1814年,12月12日,今朝より雪、壱寸五分計積る,,,,64.9,64.95,,9.08,9.1,,70.6,肥後米,
文化11年,1814年,12月13日,天気,,,,64.89,64.9,,9.07,9.09,,,肥後米／「休日」,
文化11年,1814年,12月14日,天気,,,,64.88,64.9,,9.07,9.09,,70.2,肥後米,
文化11年,1814年,12月15日,天気,,,,65,65.1,,9.08,9.1,,69.9,肥後米,
文化11年,1814年,12月16日,天気,,,,65.1,,,9.11,9.12,,70.2,肥後米,
文化11年,1814年,12月17日,曇天、七つ時より雨,,,,64.98,,,9.12,9.14,,70.5,肥後米,
文化11年,1814年,12月18日,天気,,,,64.98,,,9.12,9.13,,70,肥後米,
文化11年,1814年,12月19日,天気,,,,64.9,65,,9.16,9.18,,70.8,肥後米,
文化11年,1814年,12月20日,天気,,,,65,65.03,,9.14,9.16,,70.5,肥後米,
文化11年,1814年,12月21日,天気,,,,65,65.05,,9.13,9.15,,,肥後米,
文化11年,1814年,12月22日,天気,,,,65,65.05,,9.13,9.15,,71,肥後米,
文化11年,1814年,12月23日,天気,,,,65.1,65.2,,9.12,9.14,,70.2,肥後米,
文化11年,1814年,12月24日,天気,,,,65.15,65.2,,9.13,9.15,,71.1,肥後米／「年内納相庭」,
文化11年,1814年,12月25日,曇天,,,,65,65.1,,9.15,9.2,,,,
文化11年,1814年,12月26日,暮、七つ時雪,,,,65,65.1,,9.14,9.15,,,,
文化11年,1814年,12月27日,天気,,,,65,65.1,,9.1,9.15,,,,
文化11年,1814年,12月28日,曇天,,,,65,65.05,,9.1,9.15,,,,
文化11年,1814年,12月29日,雪,,,,65,65.1,,9.15,9.17,,,,
文化11年,1814年,12月30日,快晴,,,,64.95,65,,9.13,9.15,,,,
文化13年,1816年,1月1日,天気、風立,,,,,,,,,,,,※文化十二年分日記録九拾五番壹册闕
文化13年,1816年,1月2日,曇天,,,,,,,,,,,,
文化13年,1816年,1月3日,天気,,,,,,,,,,,,
文化13年,1816年,1月4日,天気,京・江戸へ初状を差出す、越年米高１６２万５５５０俵,,,65.28,65.3,,8.98,9,,60.5,筑前米,※四日　大判　202　貳朱判繼賃　6　8　小玉　1逆打　壹歩判　無打　越年米高　　1625.550俵　昨年ハ　1220.800俵
文化13年,1816年,1月5日,天気,,,,65.3,,,8.97,,,59.7,筑前米,
文化13年,1816年,1月6日,天気,,,,65.3,,,8.98,,,,「休日」,
文化13年,1816年,1月7日,天気、折々曇,,,,65.3,,,8.98,,,,「休日」,
文化13年,1816年,1月8日,天気,,,,65.35,,,8.98,,,,「休日」,
文化13年,1816年,1月9日,天気,,,,65.34,,,8.96,,,59.7,筑前米,
文化13年,1816年,1月10日,天気,,,,,,,,,,,,「諸相庭休日」
文化13年,1816年,1月11日,天気,,,,65.5,,,8.98,,,,「休日」,
文化13年,1816年,1月12日,曇天,,,,65.4,,,8.94,,,58.4,筑前米,
文化13年,1816年,1月13日,天気,,,,65.5,,,8.95,,,58.9,筑前米,
文化13年,1816年,1月14日,天気,,,,65.38,,,8.98,,,,「休日」,
文化13年,1816年,1月15日,天気,,,,,,,,,,,,「諸相庭休日」
文化13年,1816年,1月16日,曇天、折々小雨,,,,,,,,,,,,「諸相庭休日」
文化13年,1816年,1月17日,天気、折々曇,,,,65.3,65.35,,8.9,8.95,,58.6,筑前米,
文化13年,1816年,1月18日,天気、昼後曇,,,,65.38,,,8.95,,,58.6,筑前米,
文化13年,1816年,1月19日,天気、折々曇,,,,65.35,,,8.96,,,58.5,筑前米,
文化13年,1816年,1月20日,天気,,,,65.35,,,8.97,,,,「休日」,
文化13年,1816年,1月21日,曇、七つ時より雨,,,,65.35,,,8.96,,,58.5,筑前米,
文化13年,1816年,1月22日,天気,,①１５日に江戸日本橋通二丁目北取次西側より出火、二丁目片側焼失②１５日に江戸通一丁目二丁目間東横町平松町裏長屋より出火、北側中通１丁ばかり焼けるとの情報（江戸屋より）／今朝京都出火、丸太町本町西へ入四条御殿より出火との情報（天満屋より）,,65.3,65.35,,8.94,8.96,,58.9,筑前米,
文化13年,1816年,1月23日,天気,,,,65.3,,,8.97,,,58.6,筑前米,
文化13年,1816年,1月24日,天気,,,,65.35,,,8.98,,,58.2,筑前米,
文化13年,1816年,1月25日,天気,,,,65.35,,,8.97,,,,「休日」,
文化13年,1816年,1月26日,天気,,,,65.35,,,8.97,,,58.2,筑前米,
文化13年,1816年,1月27日,天気,,,,65.3,,,8.97,,,57.5,筑前米,
文化13年,1816年,1月28日,天気,,,,65.3,,,8.98,,,,「休日」,
文化13年,1816年,1月29日,雨天,,,,65.29,65.3,,8.95,8.97,,57.6,筑前米,
文化13年,1816年,1月30日,天気,,,,65.35,,,8.98,,,57.7,筑前米,
文化13年,1816年,2月1日,天気,,,,65.37,,,8.96,,,,「休日」,
文化13年,1816年,2月2日,天気,,,,65.4,,,8.98,,,57.9,筑前米,
文化13年,1816年,2月3日,雨天,,今暁七つ半時に地震,,65.4,,,8.98,,,57.9,筑前米,
文化13年,1816年,2月4日,今暁八つ時雷鳴、曇天,,,,65.37,,,8.97,,,57.4,筑前米,
文化13年,1816年,2月5日,曇天,,,,65.37,,,8.97,,,57.5,筑前米,
文化13年,1816年,2月6日,曇天,,,,65.38,,,8.97,,,57.7,筑前米,
文化13年,1816年,2月7日,天気,,,,65.38,,,8.98,,,57.8,筑前米,
文化13年,1816年,2月8日,曇天、七つ時より雨,,,,65.4,,,8.98,,,,「休日」,
文化13年,1816年,2月9日,曇天、七つ時より雨,,,,65.4,,,8.98,,,57.3,筑前米,
文化13年,1816年,2月10日,,,,,65.4,,,8.98,,,,「休日」,
文化13年,1816年,2月11日,天気,,,,65.4,,,8.98,,,57.6,筑前米,
文化13年,1816年,2月12日,天気,,,,65.4,,,8.98,,,58,筑前米,
文化13年,1816年,2月13日,天気,,,,65.4,,,8.98,,,58.5,筑前米,
文化13年,1816年,2月14日,天気,,,,65.4,,,8.98,,,57.8,筑前米,
文化13年,1816年,2月15日,曇天,,,,65.4,,,8.98,,,,「休日」,
文化13年,1816年,2月16日,曇天,,,,65.4,,,8.98,,,,「休日」,
文化13年,1816年,2月17日,天気,,,,65.4,,,8.98,,,58,筑前米,
文化13年,1816年,2月18日,天気,,,,65.42,,,9,,,58.2,筑前米,
文化13年,1816年,2月19日,天気,,,,65.4,,,9.02,,,58.2,筑前米,
文化13年,1816年,2月20日,雨天,,,,65.4,,,9.02,,,,「休日」,
文化13年,1816年,2月21日,天気,,,,65.45,,,9.07,,,58.5,筑前米,
文化13年,1816年,2月22日,天気、風立,,,,65.4,,,9.07,,,,「休日」,
文化13年,1816年,2月23日,天気,,,,65.4,,,9.02,,,,「休日」,
文化13年,1816年,2月24日,曇天,,,,65.4,,,9.02,,,59,筑前米,
文化13年,1816年,2月25日,雨天,,,,65.38,,,9.02,,,58.7,筑前米,
文化13年,1816年,2月26日,天気,,,,65.38,,,9.02,,,58.7,筑前米,
文化13年,1816年,2月27日,天気,,,,65.38,,,9.05,,,,「節前昨日限」,
文化13年,1816年,2月28日,天気,,,,65.36,,,9.05,,,,,
文化13年,1816年,2月29日,天気,,,,65.36,,,9.05,,,,,
文化13年,1816年,2月30日,天気,,,,65.35,,,9.05,,,,,
文化13年,1816年,3月1日,天気,,,,65.36,,,9,,,,,
文化13年,1816年,3月2日,天気,,,,65.35,,,9,,,,,
文化13年,1816年,3月3日,曇、暮時より雨,,,,,,,,,,,,「諸相庭休日」
文化13年,1816年,3月4日,雨天,,,,65.4,,,8.96,,,,「休日」,
文化13年,1816年,3月5日,快晴、風立,,,,65.4,,,8.96,,,58.1,筑前米,
文化13年,1816年,3月6日,天気,,,,65.36,,,8.95,,,58.6,筑前米,
文化13年,1816年,3月7日,曇、七つ時より雨,,,,65.36,,,8.95,,,58.4,筑前米,
文化13年,1816年,3月8日,天気,,,,65.37,,,8.97,,,58.6,筑前米,
文化13年,1816年,3月9日,天気,,,,65.35,,,8.96,,,58.6,筑前米,
文化13年,1816年,3月10日,天気,,,,65.35,,,8.96,,,58.7,筑前米,
文化13年,1816年,3月11日,天気,,,,65.36,,,8.98,,,58.2,筑前米,
文化13年,1816年,3月12日,天気,,,,65.35,,,8.98,,,58.5,筑前米,
文化13年,1816年,3月13日,天気、八時より曇,,,,65.36,,,8.98,,,58.2,筑前米,
文化13年,1816年,3月14日,雨天,,,,65.36,,,8.98,,,58.2,筑前米,
文化13年,1816年,3月15日,曇天,,,,65.3,65.36,,8.9,8.98,,58.3,筑前米,
文化13年,1816年,3月16日,曇天,,,,65.36,,,9,,,,「休日」,
文化13年,1816年,3月17日,雨天,,,,65.36,,,9,,,57.9,筑前米,
文化13年,1816年,3月18日,快晴,,,,65.3,,,9,,,57.8,筑前米,
文化13年,1816年,3月19日,曇、八半頃より雨,,,,65.3,,,9,,,57.9,筑前米,
文化13年,1816年,3月20日,曇天,,,,65.25,,,9,,,57.9,筑前米,
文化13年,1816年,3月21日,雨天,,,,65.3,,,9,,,,「休日」,
文化13年,1816年,3月22日,天気、折々曇,,,,65.3,,,9,,,57.7,筑前米,
文化13年,1816年,3月23日,曇天,,麹町羽子板橋筋東へ入北側裏より出火、幅３０間・西へ１町余り焼失,,65.3,,,9,,,57.4,筑前米,
文化13年,1816年,3月24日,快晴,,,,65.27,,,9,,,57.5,筑前米,
文化13年,1816年,3月25日,天気、折々曇,,,,65.3,,,9,,,57.2,筑前米,
文化13年,1816年,3月26日,快晴,,,,65.25,65.3,,8.9,8.95,,57.3,筑前米,
文化13年,1816年,3月27日,天気、七つ時過雨、無程晴る,,,,65.3,,,8.95,,,60.3,筑前米,
文化13年,1816年,3月28日,天気,,,,65.3,,,8.95,,,57.3,筑前米,
文化13年,1816年,3月29日,天気,,,,65.25,,,8.95,,,57.6,筑前米,
文化13年,1816年,4月1日,雨天,,,,65.3,,,9,,,60.5,筑前米,
文化13年,1816年,4月2日,快晴、風立,,,,65.3,,,9,,,57.8,筑前米,
文化13年,1816年,4月3日,天気,,,,65.35,,,9,,,58,筑前米,
文化13年,1816年,4月4日,天気,,,,65.36,,,9,,,57.9,筑前米,
文化13年,1816年,4月5日,曇、折々小雨,,,,65.35,,,9,,,57.8,筑前米,
文化13年,1816年,4月6日,雨天,御用金諸入用について、宗旨別に預高を御金蔵納めにするよう仰せ渡される,,,65.35,,,9,,,57.7,筑前米,
文化13年,1816年,4月7日,曇天,,,,65.35,,,9,,,58,筑前米,
文化13年,1816年,4月8日,天気、昼後曇、七つ時頃折々小雨,,,,65.35,,,9,,,,「休日」,
文化13年,1816年,4月9日,折々雨,,,,65.35,,,9,,,57.9,筑前米,
文化13年,1816年,4月10日,雨天、昼時過雷鳴,,,,65.35,,,9,,,58.3,筑前米,
文化13年,1816年,4月11日,快晴,,,,65.35,,,9,,,,「休日」,
文化13年,1816年,4月12日,天気,,,,65.34,,,9,,,58.6,筑前米,
文化13年,1816年,4月13日,天気,,,,65.35,,,9,,,58.4,筑前米,
文化13年,1816年,4月14日,天気,,,,65.35,,,9,,,58.4,筑前米,
文化13年,1816年,4月15日,,,,,65.35,,,9,,,58.4,筑前米,
文化13年,1816年,4月16日,,,,,65.3,65.35,,8.98,9,,,筑前米／「休日」,
文化13年,1816年,4月17日,天気,,,,65.35,,,8.92,,,,「休日」,
文化13年,1816年,4月18日,天気,,,,65.4,,,8.92,,,58,筑前米,
文化13年,1816年,4月19日,天気、七つ時過雨、無程晴る,,,,65.34,,,9.02,,,57.9,筑前米,
文化13年,1816年,4月20日,天気,,,,65.34,,,9.02,,,57.7,筑前米,
文化13年,1816年,4月21日,天気,,,,65.4,,,9.05,,,57.7,筑前米,
文化13年,1816年,4月22日,天気,,,,65.4,,,9.05,,,57.7,筑前米,
文化13年,1816年,4月23日,天気、昼後曇、暮時雨,,,,65.4,,,9.05,,,57.9,筑前米,
文化13年,1816年,4月24日,曇、折々雨,,,,65.38,,,9.02,,,58.2,筑前米,
文化13年,1816年,4月25日,曇、風立,,,,65.4,,,9.04,,,58,筑前米,
文化13年,1816年,4月26日,曇,,,,65.38,,,9.02,,,57.7,筑前米,
文化13年,1816年,4月27日,天気、折々曇、風立、冷気,,,,65.4,,,9.06,,,57.2,筑前米,
文化13年,1816年,4月28日,天気、折々曇,,,,65.4,,,9.03,,,57.9,筑前米,
文化13年,1816年,4月29日,快晴,,,,65.4,,,9.03,,,,「節前昨日限」,
文化13年,1816年,4月30日,天気,,,,65.4,,,9.03,,,,,
文化13年,1816年,5月1日,天気,,,,65.4,,,9.03,,,,,
文化13年,1816年,5月2日,天気,,,,65.35,,,9.04,,,,,
文化13年,1816年,5月3日,天気,,,,65.35,,,9.02,,,,,
文化13年,1816年,5月4日,天気,,,,65.35,,,9.05,,,,,
文化13年,1816年,5月5日,天気,,,,,,,,,,,,「諸相庭休日」
文化13年,1816年,5月6日,天気,,,,65.42,,,9,,,,「休日」,
文化13年,1816年,5月7日,天気、風立,,,,65.4,,,8.98,,,53.5,加賀米／「今日ヨリ建替内味九斗九升」,
文化13年,1816年,5月8日,雨天、昼前より快晴、七つ時頃白雨、無程晴る,,,,65.35,,,9,,,54.3,加賀米,
文化13年,1816年,5月9日,天気,金方より両組と十人両替が呼出し、買上金４０００両の入札を仰せつけられ、三井が落札,,,65.35,,,9.01,,,54.8,加賀米,
文化13年,1816年,5月10日,天気,,,,65.35,,,9.01,,,54.8,加賀米,
文化13年,1816年,5月11日,雨天,,,,65.33,,,9,,,54.8,加賀米,
文化13年,1816年,5月12日,天気,,,,65.35,,,8.99,,,55,加賀米,
文化13年,1816年,5月13日,天気,,,,65.3,65.35,,8.98,9,,55.1,加賀米,
文化13年,1816年,5月14日,天気,,,,65.35,,,8.98,,,54.5,加賀米,
文化13年,1816年,5月15日,天気,,,,65.4,,,9,,,54.5,加賀米,
文化13年,1816年,5月16日,曇、八つ時より雨,買上金４０００両を今日上納,,,65.35,,,9,,,,「休日」,
文化13年,1816年,5月17日,曇、折々小雨,,,,65.4,,,9,,,54.5,加賀米,
文化13年,1816年,5月18日,雨天,,,,65.4,,,9,,,54.6,加賀米,
文化13年,1816年,5月19日,雨天,,,,65.4,,,9,,,55.1,加賀米,
文化13年,1816年,5月20日,曇、昼後晴る,,,,65.4,,,9,,,55.2,加賀米,
文化13年,1816年,5月21日,曇、折々小雨,,,,65.33,,,8.98,,,55,加賀米,
文化13年,1816年,5月22日,雨天,,,,65.32,,,9,,,55.5,加賀米,
文化13年,1816年,5月23日,曇、折々雨,,,,65.35,,,9,,,55.5,加賀米,
文化13年,1816年,5月24日,雨天,,,,65.32,,,9,,,55.3,加賀米,
文化13年,1816年,5月25日,雨天,,,,65.32,,,9,,,55.3,加賀米,
文化13年,1816年,5月26日,曇、折々雨,,,,65.32,,,9,,,55.4,加賀米,
文化13年,1816年,5月27日,曇、折々雨,,,,65.3,,,9,,,55.3,加賀米,
文化13年,1816年,5月28日,雨天,,,,65.3,,,9,,,,「休日」,
文化13年,1816年,5月29日,天気,,,,65.28,,,9,,,56.3,加賀米,
文化13年,1816年,6月1日,天気,,,,65.3,,,9,,,,「休日」,
文化13年,1816年,6月2日,天気,,,,65.3,,,9.03,,,55.7,加賀米,
文化13年,1816年,6月3日,天気,,,,65.3,,,9.03,,,55.8,加賀米,
文化13年,1816年,6月4日,天気,,,,65.2,65.3,,9.03,,,,加賀米／「休日」,
文化13年,1816年,6月5日,天気、夜分雷少々鳴,,,,65.2,65.3,,9,9.03,,55.6,加賀米,
文化13年,1816年,6月6日,天気,,,,65.3,65.35,,9,9.05,,,加賀米／「休日」,
文化13年,1816年,6月7日,天気,,,,65.34,,,9.03,,,,「休日」,
文化13年,1816年,6月8日,天気,,,,65.4,,,9.06,,,55.2,加賀米,
文化13年,1816年,6月9日,曇折々小雨,,,,65.35,,,9.03,,,55.2,加賀米,
文化13年,1816年,6月10日,雨天,,,,65.3,,,9.02,,,55.3,加賀米,
文化13年,1816年,6月11日,曇,,,,65.3,,,9.02,,,55.3,加賀米,
文化13年,1816年,6月12日,今暁雷鳴、雨天、昼後晴る,,,,65.3,,,9.03,,,,「休日」,
文化13年,1816年,6月13日,雨天,取下銀６００貫匁を今朝取立て,,,65.3,,,9.03,,,55.1,加賀米,
文化13年,1816年,6月14日,雨天,,,,65.3,,,9.03,,,55.1,加賀米,
文化13年,1816年,6月15日,雨天、昼後晴る,,,,65.3,,,9.02,,,55,加賀米,
文化13年,1816年,6月16日,曇天,御取銀のうち６００貫匁を今朝取立て,,,65.3,,,9.02,,,,「休日」,
文化13年,1816年,6月17日,天気,,,,65.3,,,9.03,,,,「休日」,
文化13年,1816年,6月18日,天気,,,,65.3,,,9.03,,,55.2,加賀米,
文化13年,1816年,6月19日,雨天,取下銀のうち６００貫匁を今朝取立て,,,65.3,,,9.03,,,55,加賀米,
文化13年,1816年,6月20日,天気,,,,65.35,,,9.02,,,54.8,加賀米,
文化13年,1816年,6月21日,天気,,,,65.35,,,9.05,,,54.8,加賀米,
文化13年,1816年,6月22日,天気,,,,,,,,,,,,「座摩神事ニ付諸相庭休日」
文化13年,1816年,6月23日,晴天,取下銀３０００貫匁のうち６００貫匁を今朝取立て,,,65.35,,,9.03,,,54.6,加賀米,
文化13年,1816年,6月24日,雨、八半時より晴る,,,,65.34,65.36,,9,9.02,,,「休日」,
文化13年,1816年,6月25日,昼八つ時雨、無程晴る,,,,65.34,65.36,,9,9.02～9.04,,,加賀米／「休日」,
文化13年,1816年,6月26日,,取下銀のうち６００貫匁を今朝取立て,,,65.34,65.36,,9,9.02～9.04,,,加賀米,
文化13年,1816年,6月27日,,,,,65.43,65.45,,9.03,9.05,,66.6,加賀米,
文化13年,1816年,6月28日,天気、折々曇,,,,65.43,,,9.04,,,56.4,加賀米,
文化13年,1816年,6月29日,天気,,,,65.45,,,9.05,,,56.4,加賀米,
文化13年,1816年,6月30日,天気、暑強,,,,65.5,,,9.05,,,,「休日」,
文化13年,1816年,7月1日,天気,,,,65.5,,,9.05,,,54.9,加賀米,
文化13年,1816年,7月2日,,,,,65.5,,,9,9.07,,54.1,加賀米,
文化13年,1816年,7月3日,天気、七つ時過より曇、雷鳴,,,,65.4,65.45,,9,9.05,,54.5,加賀米,
文化13年,1816年,7月4日,曇、四時より昼半迄大白雨、雷鳴、七つ時より晴,,,,65.45,,,9.05,,,54.4,加賀米,
文化13年,1816年,7月5日,天気,,,,65.4,,,9.1,,,54.9,加賀米,
文化13年,1816年,7月6日,天気,,,,65.35,,,9.1,,,54.9,加賀米,
文化13年,1816年,7月7日,曇天、風立,,,,65.35,,,9.1,,,,「休日」,
文化13年,1816年,7月8日,曇、折々雨,,,,65.33,,,9.08,,,56.6,加賀米,
文化13年,1816年,7月9日,曇、四時白雨、昼後快晴,,,,65.4,,,9.1,,,56.2,加賀米,
文化13年,1816年,7月10日,天気,,,,65.42,,,9.08,,,,「盆前昨日限」,
文化13年,1816年,7月11日,天気,,,,65.42,,,9.08,,,,,
文化13年,1816年,7月12日,天気,,,,65.54,,,9.1,,,,,
文化13年,1816年,7月13日,天気,,,,65.37,,,9.1,,,,,
文化13年,1816年,7月14日,天気、七つ時頃雷鳴、少々曇,,,,65.37,,,9.08,,,,,
文化13年,1816年,7月15日,天気、七つ時過白雨、雷鳴,,,,,,,,,,,,「諸相庭休日」
文化13年,1816年,7月16日,天気、折々雨,,,,,,,,,,,,「諸相庭休日」
文化13年,1816年,7月17日,天気,,,,65.4,,,9,,,55.9,加賀米,
文化13年,1816年,7月18日,天気、七つ時より曇,,,,65.38,,,8.98,,,55.8,加賀米,
文化13年,1816年,7月19日,天気,,,,65.4,,,8.97,,,55.5,加賀米,
文化13年,1816年,7月20日,天気,,,,65.35,65.4,,8.96,8.98,,,「休日」,
文化13年,1816年,7月21日,天気,,,,65.3,65.35,,8.96,8.98,,55.2,加賀米,
文化13年,1816年,7月22日,天気,,,,65.35,,,8.98,,,55.8,加賀米,
文化13年,1816年,7月23日,曇、昼後雨天,,,,65.36,,,8.97,,,55.5,加賀米,
文化13年,1816年,7月24日,雨天、昼後晴る,,,,65.35,,,9,,,,「休日」,
文化13年,1816年,7月25日,天気,,,,65.34,,,8.98,,,55.1,加賀米,
文化13年,1816年,7月26日,天気,,,,65.26,,,9,,,55.1,加賀米,
文化13年,1816年,7月27日,天気,,,,65.2,,,9,,,54.6,加賀米,
文化13年,1816年,7月28日,天気,,,,65.2,65.25,,8.98,9,,54.8,加賀米,
文化13年,1816年,7月29日,天気,,,,65.23,,,8.98,,,54.8,加賀米,
文化13年,1816年,8月1日,天気,,,,,,,,,,,加賀米,「諸相庭休日」
文化13年,1816年,8月2日,天気,,,,65.25,,,9,,,55.6,加賀米,
文化13年,1816年,8月3日,折々雨,,,,65.25,,,9,,,55,加賀米,
文化13年,1816年,8月4日,,,,,65.25,,,8.98,,,55.5,加賀米,
文化13年,1816年,8月5日,天気,,,,65.25,,,8.98,,,54.6,加賀米,
文化13年,1816年,8月6日,,,,,,,,,,,,加賀米,
